,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
62216,1458955,1,0,0.88,14,1.09,0,4.3,0.4,0,0
7513,173746,0,0,3.06,0,,0,7.0,1.5,0,1
25235,591840,0,0,0.94,19,,0,0.0,0.0,0,1
4088,93501,0,0,3.78,14,,0,2.0,0.2,0,1
68140,1593793,1,1,0.78,10,1.2,0,43.8,1.3,0,1
18418,430637,1,0,2.1,21,,0,17.2,1.0,0,1
13517,314577,0,0,2.44,22,,1,18.7,2.0,0,1
8326,193735,0,0,2.0,22,,0,0.0,0.0,0,1
31956,750473,1,1,1.3,21,0.0,0,5.3,0.5,0,1
66230,1550461,1,1,0.82,0,1.39,1,73.4,8.7,0,1
62850,1473598,1,0,0.82,8,1.15,0,69.8,12.3,0,0
10499,245277,0,0,2.02,24,,0,0.0,0.0,0,1
2869,65587,1,0,2.16,0,,0,0.0,0.0,7,1
3716,84777,1,1,2.85,18,,0,0.0,0.0,0,1
53583,1255858,1,0,1.74,13,0.17,1,35.8,2.4,0,0
59096,1385054,1,1,1.1,26,0.57,0,42.8,4.2,0,0
18209,425298,1,0,4.14,24,0.0,0,38.2,2.2,0,1
45833,1074817,1,1,2.64,15,1.44,0,88.9,4.5,0,0
22132,518020,1,1,5.97,21,0.54,0,29.0,1.9,0,0
8797,204541,1,0,6.5,9,0.0,1,190.5,68.7,0,1
43235,1013112,1,0,2.92,12,1.02,1,113.3,8.1,0,0
24376,572148,1,0,6.13,20,0.81,0,47.6,2.4,0,1
3420,77929,0,0,3.61,0,,1,3.0,0.4,6,1
17407,407031,1,0,1.53,20,0.0,0,0.0,0.0,0,1
17563,410786,1,0,1.41,35,0.0,0,0.0,0.0,0,1
65201,1527901,1,1,0.62,15,1.36,0,24.3,2.2,0,0
14616,339664,1,0,2.25,21,,1,2.1,0.4,0,1
67963,1590300,1,1,0.31,14,1.67,0,45.5,3.3,0,0
49318,1157146,1,0,1.97,22,0.0,0,96.8,7.7,0,1
61495,1442098,1,0,0.93,14,1.04,0,67.0,4.7,0,0
1715,39899,0,0,4.52,0,,0,1.6,0.1,7,1
6602,152163,1,0,7.23,33,,0,21.5,0.8,0,1
2558,58884,1,0,2.54,0,0.0,0,0.0,0.0,6,1
51694,1213082,0,0,1.17,28,,0,86.5,7.9,0,1
39517,925402,1,0,3.26,22,0.59,0,23.5,2.9,0,0
28756,673183,1,1,5.02,22,1.04,0,5.9,1.8,0,0
46997,1101293,1,0,2.47,20,1.47,0,17.7,1.2,0,0
13467,313385,1,0,1.97,23,0.1,0,1.6,0.1,0,1
4739,108343,1,1,1.96,3,0.0,0,0.0,0.0,0,1
67104,1571143,1,1,0.4,15,1.58,0,102.0,3.2,0,0
39286,920774,1,0,3.3,30,0.81,0,45.8,14.0,0,0
52983,1242465,1,0,1.81,13,0.16,0,44.2,5.1,0,0
6458,149029,1,0,3.74,14,,0,4.2,0.9,1,1
48722,1143057,1,0,0.94,22,0.0,1,83.0,4.7,0,1
49423,1159843,1,1,2.16,13,1.76,0,50.8,7.0,0,0
24969,585580,1,1,5.68,29,0.02,1,54.0,4.8,0,0
63511,1488685,0,0,0.77,41,0.17,0,85.2,4.8,0,0
11555,269632,1,1,3.5,16,0.0,0,24.7,3.2,0,1
7822,181337,1,1,2.88,49,0.0,0,79.5,163.3,0,1
69296,1620978,1,0,0.18,21,1.8,0,98.3,6.7,0,0
19586,457741,1,0,6.48,4,0.01,1,15.8,1.0,0,1
56384,1319386,1,1,1.39,28,0.59,0,227.3,30.5,0,0
3365,76554,1,0,2.03,0,,0,0.0,0.0,1,1
16032,374323,1,0,2.24,21,,0,16.1,1.8,0,1
11367,265564,1,0,0.92,17,0.0,0,0.0,0.0,0,1
62534,1466390,1,0,0.85,21,0.11,0,63.4,4.0,0,0
29066,681203,1,0,4.97,21,0.21,0,79.8,3.5,0,0
15261,355876,0,0,0.91,0,0.0,0,0.0,0.0,1,1
29386,688411,0,0,0.01,1,0.0,0,0.0,0.0,0,1
14644,340212,0,0,6.31,33,,0,122.6,13.9,0,1
67827,1587306,0,0,0.32,39,1.66,2,157.8,3.1,0,0
48920,1148159,1,0,1.35,12,0.0,1,6.8,0.5,0,1
69796,1632464,1,0,0.15,11,1.83,0,25.7,2.9,0,0
39998,936210,1,0,3.2,22,0.74,0,41.7,3.0,0,0
17984,420337,1,0,1.99,18,,0,12.0,0.8,0,1
63515,1488785,1,1,0.77,12,0.31,0,108.4,4.5,0,0
38690,907393,1,1,3.4,21,0.46,0,44.7,2.1,0,0
51029,1196992,1,1,2.02,39,1.91,0,71.5,4.9,0,0
64208,1505057,1,1,0.71,15,1.27,0,25.9,2.9,0,0
52065,1220924,1,0,1.91,14,0.06,0,68.3,7.3,0,0
50175,1176812,1,0,1.3,22,0.0,0,45.5,8.7,0,1
30823,722503,1,0,1.57,15,0.0,0,106.1,3.7,0,1
16084,375630,1,0,6.47,22,1.05,0,10.1,0.6,0,0
63719,1493729,1,0,1.28,20,,0,10.3,0.4,0,1
51825,1215789,1,0,1.94,30,0.01,0,83.7,9.3,0,0
42144,986696,1,0,3.02,12,0.92,0,50.2,3.7,0,0
47899,1122880,1,0,2.36,16,1.7,0,83.6,21.1,0,0
6311,145850,1,1,2.75,21,,0,0.0,0.0,0,1
554,12645,1,0,10.68,22,1.03,0,75.5,2.6,0,0
71485,1671782,0,0,0.04,5,,0,13.8,2.8,0,0
47554,1114931,1,0,1.98,14,,1,62.7,7.0,0,1
23051,540987,0,0,0.36,16,0.0,0,0.0,0.0,0,1
66234,1550586,0,0,0.52,35,1.46,3,112.2,12.1,0,0
36121,847457,0,0,0.23,9,0.0,0,9.8,0.5,0,1
71449,1671055,1,1,0.38,18,0.36,0,38.3,3.4,0,1
2516,58244,0,0,4.26,21,,0,19.9,1.1,0,1
64966,1522721,1,1,0.64,15,1.33,0,90.5,5.7,0,0
18890,441927,1,1,1.26,18,0.0,0,0.0,0.0,0,1
28190,660771,1,0,5.11,21,0.31,0,64.9,6.1,0,0
62592,1467662,1,1,0.82,15,0.0,1,126.6,6.4,0,1
7483,173133,1,1,7.38,15,1.35,0,67.9,6.0,0,0
57813,1354150,1,0,1.94,3,0.04,0,27.4,4.9,0,1
49263,1155770,1,0,0.01,0,0.0,0,0.0,0.0,0,1
8466,196921,1,0,7.22,73,,2,239.9,64.3,0,0
31807,747009,1,0,1.94,24,0.0,0,12.4,2.8,0,1
1252,28858,0,0,4.43,23,,0,0.0,0.0,0,1
25091,588308,1,0,0.47,19,,0,0.0,0.0,0,1
21704,508290,1,0,1.23,20,0.0,0,11.1,1.0,0,1
60790,1425440,1,1,0.54,24,0.0,0,55.5,4.9,0,1
18710,438087,1,0,1.0,22,0.0,0,0.0,0.0,0,1
1201,27523,1,0,9.38,22,0.9,1,23.3,2.2,0,0
5904,135825,0,0,3.58,19,,0,3.2,0.2,0,1
8875,206022,1,1,1.57,21,0.9,0,0.0,0.0,0,1
2591,59619,0,0,2.53,13,0.0,0,0.0,0.0,0,1
53587,1255894,0,0,0.35,17,0.0,0,15.6,0.8,0,1
24748,580530,1,0,6.27,22,1.78,0,45.0,2.3,0,1
57715,1351881,1,0,1.21,28,1.01,0,23.0,1.2,0,0
30361,711978,1,0,0.9,20,,0,15.9,1.8,0,1
12352,287194,1,0,2.39,0,,0,17.0,2.0,7,1
1610,37282,1,1,8.99,19,1.76,0,111.9,6.1,0,0
34035,799370,1,1,4.12,29,1.84,0,31.9,5.0,0,0
69513,1626115,1,1,0.16,14,1.81,0,54.0,2.6,0,0
35779,840130,1,0,3.88,22,0.03,0,6.9,0.5,0,0
49060,1151783,1,1,2.19,18,1.81,0,25.8,2.0,0,0
66267,1551373,1,1,0.87,20,,0,85.4,3.0,0,1
8781,204127,0,0,3.15,15,,0,6.9,0.6,0,1
62228,1459204,1,1,0.88,20,0.07,0,30.9,2.9,0,0
17140,400811,0,0,1.81,21,0.0,0,10.5,0.9,0,1
65843,1541683,1,1,0.56,22,0.08,0,35.5,2.0,0,0
59422,1392079,1,0,1.09,13,1.08,0,40.4,1.8,0,0
66923,1567036,1,1,0.42,24,1.56,0,69.4,1.9,1,0
5899,135708,0,0,1.17,14,,0,0.0,0.0,0,1
49378,1158721,1,1,2.16,18,1.79,0,84.0,4.1,0,0
2191,50841,0,0,2.52,14,,2,0.0,0.0,0,1
3240,73792,1,0,2.58,15,,1,0.0,0.0,5,1
61159,1433759,1,1,0.96,13,1.44,0,2.2,0.3,0,0
15508,362104,1,0,5.28,33,0.0,0,7.2,1.2,0,1
56890,1331173,1,0,1.31,22,0.66,0,23.1,3.1,0,0
22709,532537,1,1,2.2,18,,1,17.1,1.8,0,1
6993,161874,0,0,3.79,18,,0,0.1,0.0,0,1
65054,1524547,1,0,0.63,17,,0,45.7,5.4,0,0
35174,826360,1,1,3.97,20,0.0,1,64.2,6.7,0,0
55042,1288846,1,0,1.56,6,0.41,0,16.4,1.0,0,0
57621,1349533,1,1,1.22,28,1.0,2,175.4,12.1,0,0
53109,1245271,1,0,1.79,13,0.4,0,20.6,0.9,0,0
66441,1555491,1,1,0.48,16,1.49,0,58.5,2.4,2,0
4597,104950,1,1,2.12,24,,2,0.0,0.0,0,1
10843,253372,0,0,2.8,22,,0,15.6,0.6,0,1
7486,173202,1,1,4.61,7,0.0,0,17.7,3.0,0,1
3991,91318,0,0,2.18,13,,0,0.0,0.0,0,1
66285,1551830,1,0,0.51,33,2.45,0,239.1,22.9,0,0
52720,1235891,1,0,1.84,13,0.1,0,4.3,0.3,0,0
18938,443145,1,0,4.02,26,0.0,3,26.3,1.4,0,1
11822,275120,0,0,1.17,24,0.02,1,0.0,0.0,0,1
69561,1627244,1,0,0.16,16,1.81,0,76.0,4.7,0,0
11261,263161,1,0,3.53,13,0.0,0,0.1,0.0,0,1
11947,277515,1,0,5.07,13,,0,17.6,3.2,0,1
57430,1345166,1,0,1.24,22,0.73,0,61.0,5.7,0,0
56539,1322508,1,0,1.92,13,0.05,0,52.9,2.9,0,1
12167,282494,0,0,0.69,15,1.28,0,0.0,0.0,0,1
61637,1445181,1,0,0.92,14,1.05,0,26.5,0.9,0,0
22880,536309,1,0,2.99,21,,0,8.6,0.4,0,1
4258,97446,1,1,8.76,17,0.93,0,49.9,3.4,0,1
829,18914,0,0,3.6,0,,0,0.0,0.0,0,1
9721,226470,0,0,1.52,23,,0,0.0,0.0,0,1
8215,190784,1,1,7.26,25,0.13,0,76.7,3.1,0,0
15830,369413,1,0,7.36,12,0.0,0,18.4,1.5,0,1
1381,32062,0,0,2.78,0,1.69,3,0.0,0.0,3,1
5353,122940,0,0,4.04,23,,0,6.0,0.7,0,1
44987,1054065,1,1,2.75,10,1.29,0,24.9,9.6,0,0
10950,255964,0,0,6.94,25,0.05,0,37.8,3.0,0,0
35363,830753,1,1,3.94,21,0.29,1,58.1,5.9,0,0
2451,56992,1,1,4.25,14,,0,7.6,0.4,0,1
61958,1452693,1,0,0.9,14,1.07,0,12.7,0.6,0,0
53775,1260067,1,1,1.72,12,0.25,1,48.7,4.8,0,0
59349,1390794,1,0,1.09,20,0.88,0,58.3,14.7,0,0
33899,795992,1,0,1.98,30,,0,55.3,28.2,0,1
15463,361014,1,1,5.68,24,,0,24.9,5.4,0,1
3316,75213,1,1,8.28,15,1.12,0,111.6,6.4,0,0
40351,944435,0,0,0.77,26,,0,4.0,0.1,0,1
17199,401910,0,0,5.87,24,,0,12.7,0.8,0,1
44351,1038921,1,1,2.82,24,1.06,2,106.7,4.0,0,0
71080,1662062,1,0,0.07,8,1.91,0,16.5,0.7,0,0
40226,941516,1,1,3.18,22,0.61,0,46.5,3.6,0,0
17523,409678,1,0,6.35,22,0.04,0,117.4,9.7,0,0
26018,610239,0,0,1.65,21,,0,3.0,0.4,0,1
52736,1236294,1,0,1.84,13,0.13,0,28.5,2.2,0,0
21369,499645,1,0,2.24,22,,0,3.0,0.2,0,1
12148,281959,0,0,1.98,22,,0,0.0,0.0,0,1
24398,572543,1,1,5.75,12,0.47,0,31.2,5.8,0,0
71245,1666295,1,1,0.76,0,1.21,0,19.6,1.2,0,1
5171,118900,1,0,6.93,22,0.0,0,17.3,1.0,0,1
39201,919222,1,1,3.32,29,0.3,1,47.8,5.0,0,0
37545,880295,1,0,1.32,26,0.0,0,7.9,1.6,0,1
36832,863782,1,1,3.99,17,1.37,0,104.8,6.7,0,1
31772,746209,1,1,1.34,12,0.0,0,5.1,0.7,0,1
9484,220323,0,0,0.98,24,0.0,0,0.0,0.0,0,1
44160,1034284,1,0,0.77,17,0.0,1,80.0,5.1,0,1
62571,1467210,1,0,0.85,14,1.12,1,47.9,5.5,0,0
46923,1099344,0,0,0.28,19,0.0,1,11.6,0.5,0,1
15834,369527,1,0,2.65,21,,0,9.4,1.1,0,1
46377,1086971,1,0,0.37,92,0.0,0,75.9,4.9,0,1
19383,453524,0,0,1.97,0,0.0,0,0.0,0.0,0,1
17769,415160,1,0,4.27,26,0.0,0,32.8,1.8,0,1
42208,988305,1,0,0.92,13,0.0,0,15.5,0.6,0,1
1128,26034,1,0,9.45,21,0.44,0,115.5,8.4,0,0
48041,1126120,1,0,1.79,17,0.0,2,55.4,3.6,0,1
34298,805296,1,0,4.09,21,0.32,1,97.1,7.4,0,0
33883,795506,1,1,4.14,17,1.77,0,72.4,5.8,0,0
12279,285381,1,1,6.85,9,1.24,0,23.6,1.0,0,0
1087,24996,0,0,7.16,15,,0,0.0,0.0,0,1
54134,1268036,1,0,1.68,21,0.28,0,149.3,21.9,0,0
46831,1097373,1,0,2.18,23,,0,3.4,1.5,0,1
71817,1679826,1,1,0.49,16,1.48,0,45.3,3.8,0,1
32793,770250,1,1,2.67,18,0.0,0,63.8,5.0,0,1
9882,230315,1,0,1.18,23,0.0,0,0.0,0.0,0,1
58438,1369087,1,1,1.14,24,0.83,0,99.7,3.0,0,0
26438,619561,0,0,0.48,0,,1,0.0,0.0,0,1
21169,494995,1,1,1.97,21,0.0,0,15.5,1.9,0,1
47701,1118304,1,0,2.38,16,1.57,0,51.7,4.3,0,0
38927,913020,1,0,2.27,33,,0,97.3,4.8,0,1
16856,394013,1,1,6.4,25,1.68,0,17.5,3.3,0,0
40585,949726,1,0,3.95,12,,0,25.1,1.7,0,1
29393,688537,0,0,0.58,24,,2,11.4,1.7,0,1
3583,81478,1,1,2.03,0,,0,0.0,0.0,5,1
42640,999221,1,0,2.4,11,0.0,0,31.4,1.8,0,1
24486,574357,1,0,1.82,16,0.0,0,19.9,1.0,0,1
21245,496780,1,1,4.08,23,0.0,0,20.8,5.4,0,1
14385,334563,1,0,6.64,22,0.99,0,22.5,1.8,0,0
33771,792760,1,0,2.45,19,0.0,0,10.4,0.4,0,1
11008,257139,1,0,6.94,21,0.41,0,39.0,6.2,0,0
22285,522027,1,0,0.7,21,0.0,0,0.0,0.0,0,1
19870,464475,1,0,1.02,23,0.0,0,0.0,0.0,0,1
32522,763328,1,0,2.47,33,,0,19.1,2.0,0,1
2647,60514,1,0,4.21,23,,0,24.2,2.3,0,1
49633,1165026,1,0,2.14,12,0.77,0,26.6,1.5,0,0
35389,831256,1,1,3.94,15,1.35,0,81.7,5.7,0,0
64951,1522483,1,1,0.64,15,1.33,0,12.0,0.6,0,0
1306,30157,0,0,3.13,12,,3,0.0,0.0,0,1
42535,996652,1,0,3.61,12,0.33,0,51.3,3.0,0,1
52614,1233504,1,0,1.98,14,,0,60.0,3.9,0,1
36044,845956,0,0,3.84,59,0.13,0,465.7,308.6,0,0
58918,1381147,0,0,1.02,36,,0,38.0,5.4,0,1
43292,1014539,1,1,2.92,40,1.0,0,349.6,24.2,0,0
71580,1673956,0,0,0.02,0,1.95,0,,,0,0
67483,1579542,1,0,0.35,16,1.62,0,17.2,1.4,0,0
40498,947835,1,1,3.93,17,1.15,0,40.0,5.7,0,1
63532,1489231,1,1,0.76,25,0.22,0,23.5,3.9,0,0
13316,309965,0,0,1.98,0,,0,0.0,0.0,0,1
5811,133967,1,0,4.2,14,0.0,0,17.4,5.6,0,1
22561,528461,1,1,0.81,23,0.0,0,0.0,0.0,0,1
2244,51863,0,0,1.9,22,,1,0.0,0.0,0,1
15513,362283,0,0,1.23,23,0.0,1,0.0,0.0,0,1
18692,437487,1,0,1.38,24,0.0,0,4.6,0.3,0,1
65711,1538908,1,0,0.57,20,1.4,0,53.9,3.3,0,0
7871,182504,0,0,0.73,22,0.0,0,0.0,0.0,0,1
13578,316199,0,0,1.67,12,,0,0.0,0.0,0,1
70174,1640846,1,1,0.12,9,1.85,0,37.4,2.0,0,0
28632,670531,1,0,0.6,24,0.0,0,19.5,1.7,0,1
30705,720108,1,0,4.69,21,0.24,0,80.2,5.2,0,0
63400,1486523,1,1,0.77,22,1.2,0,58.5,4.7,0,0
37616,881791,1,0,1.98,26,,0,18.1,1.1,0,1
5267,121030,1,0,1.55,0,,0,0.0,0.0,0,1
58531,1371301,1,0,1.14,14,0.84,0,38.0,3.2,0,0
26733,626668,0,0,0.0,1,0.0,0,0.0,0.0,0,1
24644,577890,1,1,2.27,0,,0,2.1,0.1,4,1
37947,889696,1,1,2.51,18,0.0,0,33.4,1.9,0,1
27308,640229,1,0,4.91,22,0.0,1,80.9,3.5,0,1
13572,316016,1,0,3.35,22,,0,18.4,1.0,0,1
58538,1371528,1,0,1.13,29,0.44,1,34.2,2.9,0,0
11081,258907,1,0,6.16,12,,2,0.7,0.1,1,1
54830,1284118,1,1,1.84,12,0.13,0,3.8,1.6,0,1
27735,650355,0,0,2.96,15,,0,4.5,1.0,0,1
55863,1307872,1,0,1.26,22,,0,47.4,4.0,0,1
14636,340068,0,0,0.08,6,,1,0.0,0.0,0,1
2255,52124,0,0,2.45,21,,0,0.0,0.0,0,1
9128,211773,0,0,0.77,21,0.0,0,0.0,0.0,0,1
71676,1675999,1,0,0.02,0,1.95,0,,,0,0
34562,812028,1,0,0.17,10,0.0,0,22.6,0.9,0,1
33203,779767,1,0,0.47,13,0.0,2,17.5,3.9,0,1
1214,27870,0,0,2.87,13,,0,0.0,0.0,0,1
40650,951295,1,1,3.15,24,0.78,0,15.6,1.1,0,0
60240,1411487,1,0,0.57,14,0.0,0,39.3,8.1,0,1
2611,59903,1,0,7.46,24,,0,57.7,2.7,0,1
59160,1386428,1,0,0.28,18,0.0,0,84.2,7.0,0,1
50221,1177802,1,0,0.92,14,0.0,0,38.0,2.5,0,1
9498,220661,0,0,1.98,23,,1,0.0,0.0,0,1
17334,405220,1,1,6.37,4,,0,2.6,0.2,0,1
21812,510709,1,0,0.86,23,0.0,4,0.0,0.0,0,1
6714,155177,1,0,3.13,0,,0,7.2,0.6,4,1
11207,261966,1,0,2.92,0,,0,3.1,0.3,2,1
33486,786355,1,0,4.3,24,,0,45.7,2.2,0,1
53863,1261999,1,1,2.39,14,1.49,0,20.1,3.3,0,1
60231,1411193,0,0,0.42,21,0.0,0,67.4,5.3,0,1
27048,633946,1,1,5.26,15,1.1,2,66.5,10.6,0,0
58758,1377041,1,0,1.12,22,0.85,0,13.0,0.7,0,0
35641,837170,1,0,3.9,22,0.04,0,69.0,3.4,0,0
45765,1073558,1,0,1.7,12,0.0,0,11.8,0.8,0,1
12593,293351,1,1,2.26,18,,0,0.0,0.0,0,1
67746,1585448,1,0,0.33,20,0.83,0,8.7,2.1,0,0
64174,1504269,1,0,0.71,14,1.26,0,60.1,4.9,0,0
65055,1524596,0,0,0.63,163,,0,312.4,48.2,0,0
58782,1377542,1,0,1.12,22,0.85,0,44.5,4.2,0,0
4337,99385,1,0,8.04,22,0.97,0,52.1,4.1,0,0
39127,917454,1,0,0.01,0,0.0,0,0.0,0.0,0,1
4072,93151,1,0,1.85,11,,0,0.0,0.0,0,1
34843,818623,1,0,1.04,17,0.0,0,33.5,5.7,0,1
31158,731117,1,1,4.61,17,0.14,1,6.7,0.9,0,0
67879,1588495,1,0,0.31,10,1.86,0,39.6,4.2,0,0
11940,277454,1,0,6.87,12,,0,1.5,0.2,4,0
33259,781091,1,1,4.01,23,,0,241.0,11.1,0,1
63824,1495862,1,1,0.74,22,1.24,0,55.5,6.9,0,0
2511,58216,1,0,8.55,24,,1,24.7,2.0,0,1
16602,387832,0,0,3.27,19,,1,74.6,5.1,0,1
38582,904840,1,1,3.03,12,0.0,0,38.4,2.2,0,1
21668,507224,1,0,2.6,21,,1,13.5,2.1,0,1
25810,605555,1,1,5.97,10,0.0,0,24.2,2.5,0,1
28966,678504,1,1,4.99,12,0.32,0,109.8,6.6,0,0
45306,1062147,0,0,0.87,64,,0,48.6,3.5,0,1
50850,1192292,1,0,2.04,13,1.91,0,74.2,3.8,0,0
64198,1504951,1,1,0.71,15,1.27,0,86.6,4.4,0,0
60216,1410851,1,0,1.32,13,0.65,0,57.5,5.5,0,1
55125,1290578,1,0,1.55,13,1.89,1,36.2,1.9,0,0
31604,742058,1,1,4.98,21,,0,61.5,3.9,0,1
65031,1524096,1,1,0.63,15,1.34,0,50.4,2.4,0,0
29390,688486,0,0,1.16,35,0.0,0,79.8,11.3,0,1
48188,1129829,1,1,2.31,19,1.62,0,42.9,1.1,0,0
16302,380014,1,0,4.92,20,0.0,0,37.7,7.7,0,1
12493,290668,0,0,3.47,19,,0,3.2,0.3,0,1
24479,574221,0,0,5.09,24,,0,26.0,1.9,0,1
24143,566646,1,1,5.63,20,,1,83.1,4.7,0,1
25930,608182,0,0,0.01,0,0.0,0,0.0,0.0,0,1
46379,1086982,1,0,0.36,21,0.0,0,78.5,7.4,0,1
5875,135255,0,0,1.42,0,0.0,0,0.0,0.0,0,1
53185,1247016,1,1,1.68,13,0.0,0,35.2,6.3,0,1
44237,1036405,1,0,0.73,12,0.0,0,29.4,3.2,0,1
25334,594108,1,0,5.58,21,0.34,0,42.6,2.8,0,0
70919,1658182,1,1,0.08,10,1.76,0,36.4,1.7,0,0
24358,571691,1,0,2.0,21,,0,22.2,2.1,0,1
48684,1141956,1,0,2.24,27,,0,14.2,1.8,0,0
16929,395859,1,0,2.28,22,,0,12.4,1.1,0,1
61390,1439617,1,0,0.94,14,1.03,0,23.0,1.0,0,0
6196,143199,0,0,1.62,0,0.01,1,0.0,0.0,6,1
32505,762984,1,0,2.08,27,,0,14.9,0.5,0,1
57594,1348931,1,0,1.22,14,0.75,0,37.5,3.0,0,0
26736,626731,0,0,1.31,21,0.0,0,4.7,0.3,0,1
61190,1434361,1,1,0.41,18,0.0,0,17.3,1.1,0,1
69817,1632887,1,0,0.14,18,1.83,0,22.5,1.3,0,0
24760,580647,0,0,0.28,15,0.0,0,0.0,0.0,0,1
2831,64615,1,0,3.84,0,,1,3.8,0.9,7,1
64926,1522076,1,0,0.64,14,1.33,0,21.4,1.4,0,0
44278,1037358,1,1,2.84,15,1.1,0,130.5,6.3,0,0
14005,325830,1,1,1.04,0,,0,0.0,0.0,0,1
7732,179305,0,0,1.98,21,,0,0.0,0.0,0,1
8902,206813,0,0,3.95,24,,0,12.7,1.2,6,1
3271,74353,1,0,5.11,10,,0,2.2,0.2,6,1
40597,950039,0,0,0.99,23,,0,97.8,11.9,0,1
31044,728293,1,1,5.22,29,0.74,0,239.6,15.1,0,1
40206,940970,1,0,3.18,20,0.78,0,108.0,7.5,0,0
13480,313767,0,0,0.35,12,,0,0.0,0.0,0,1
14775,343387,1,0,1.87,34,0.0,0,0.0,0.0,0,1
60449,1416813,1,0,1.02,22,0.96,0,28.1,3.3,0,0
31285,734207,1,0,0.23,10,,1,8.4,0.7,0,1
36487,856403,1,0,3.78,21,0.27,0,150.3,10.0,0,0
31785,746450,0,0,1.06,37,,0,80.2,5.6,0,1
47957,1124303,1,1,2.35,16,1.58,0,94.8,5.5,0,0
54480,1276074,1,0,1.63,13,0.3,0,5.6,0.7,0,0
8725,202872,1,0,7.18,30,0.98,7,100.4,11.0,0,0
50660,1187528,1,0,0.44,14,0.0,0,43.2,2.3,0,1
23798,558679,0,0,3.89,24,,0,29.9,1.7,0,1
3097,71091,1,1,7.21,22,0.0,0,75.1,6.1,0,1
51876,1217173,1,1,1.23,15,0.0,0,57.0,4.3,0,1
52280,1226373,1,1,1.19,22,0.0,2,81.5,29.8,0,1
13512,314499,1,0,0.77,2,0.0,0,0.0,0.0,0,1
43988,1030396,1,0,2.87,12,1.17,0,62.8,7.9,0,0
44628,1046243,1,1,2.79,15,1.16,0,96.4,6.3,0,0
66498,1556950,1,0,0.47,19,1.69,0,169.0,8.6,0,0
34585,812783,1,0,1.97,22,0.0,0,83.1,3.6,0,1
42525,996488,1,1,2.98,17,1.94,0,20.9,2.1,0,0
32329,758914,1,0,0.51,20,,1,6.7,1.1,0,1
48282,1132306,1,1,2.48,14,1.43,0,4.8,0.2,0,1
34782,817152,1,0,0.72,15,0.0,0,3.6,0.4,0,1
22326,523165,1,0,2.96,18,0.0,0,1.3,0.1,0,1
11655,271870,1,1,1.98,21,,0,0.0,0.0,0,1
57078,1336136,1,1,1.28,25,0.61,0,83.4,4.0,0,0
10125,236409,1,1,7.03,17,1.93,0,158.6,6.4,0,0
34955,821062,1,0,4.0,19,,0,34.1,4.9,0,0
65655,1537602,1,1,0.48,14,0.0,0,79.7,9.9,0,1
45671,1071294,1,1,2.65,10,1.27,0,35.5,2.7,0,0
66016,1545668,1,1,0.83,18,1.66,0,26.5,1.8,0,1
47300,1109002,1,0,2.42,22,1.53,0,62.4,4.0,1,0
16687,390007,1,1,1.97,0,,0,12.2,1.1,0,1
59857,1402286,1,0,1.06,13,0.92,0,28.7,3.0,0,0
5165,118751,0,0,1.89,22,0.0,0,0.0,0.0,0,1
22535,527928,1,1,5.93,15,1.19,0,58.8,4.4,0,0
47605,1116290,0,0,1.98,24,,0,5.9,0.3,0,1
37180,871717,1,0,3.67,22,0.99,1,22.0,5.5,0,0
32758,769420,1,0,0.98,16,0.0,2,21.8,1.3,0,1
12679,295144,1,1,6.82,17,1.86,0,59.6,2.3,0,0
50763,1189883,1,1,2.05,25,1.88,0,7.7,3.5,0,0
45599,1069642,1,0,0.93,24,0.0,0,17.5,1.0,0,1
41178,963909,1,0,3.11,12,0.84,0,39.4,2.9,0,0
31046,728346,1,1,0.65,19,0.0,0,8.3,0.9,0,1
61892,1450845,1,1,0.56,19,0.0,0,63.4,8.6,0,1
3924,89822,1,1,8.11,10,1.17,0,85.0,7.9,0,0
23560,552806,1,1,1.47,0,0.0,0,0.3,0.1,1,1
67289,1575258,1,1,0.38,14,1.59,0,71.4,4.0,0,0
68167,1594531,0,0,0.29,52,0.62,0,173.2,65.9,0,0
39670,928758,1,1,3.24,24,0.57,1,166.2,9.7,0,0
66013,1545652,1,1,1.19,20,1.73,0,46.3,2.5,0,1
53045,1243629,1,1,1.8,12,0.13,0,62.8,2.7,0,0
48896,1147421,1,1,2.21,16,1.68,1,22.6,6.4,0,0
49261,1155700,0,0,1.22,16,0.0,0,51.6,2.9,0,1
64954,1522505,1,1,0.64,15,1.33,0,68.1,4.2,0,0
3326,75515,0,0,2.15,14,,0,0.0,0.0,0,1
48521,1137733,1,1,2.26,9,1.67,0,49.1,3.2,0,0
51348,1204081,1,1,1.99,34,0.16,1,50.7,5.1,0,0
63837,1496132,1,0,0.74,20,1.24,0,33.6,2.0,0,0
6154,142184,1,1,2.9,23,,0,1.3,0.1,0,1
8852,205564,0,0,2.7,23,,0,5.5,0.1,0,1
56515,1321968,1,0,2.24,13,,0,0.7,0.1,0,1
5511,126705,1,1,2.32,0,,0,0.0,0.0,6,1
40070,937687,1,0,3.2,12,0.76,0,78.8,3.2,0,0
47877,1122433,0,0,1.05,25,,0,18.5,2.6,0,1
10440,243902,0,0,2.34,21,,0,0.8,0.1,0,1
820,18798,0,0,8.29,34,,0,38.8,0.9,0,1
