,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
2338,54159,1,1,8.59,10,1.38,0,12.0,1.2,0,0
36583,858290,1,0,0.75,7,0.0,0,1.1,0.1,0,1
1887,43841,1,1,8.82,15,1.32,0,53.8,3.7,0,0
53449,1252786,1,1,1.75,21,0.55,0,44.1,2.5,0,0
43611,1021944,1,0,0.24,13,0.0,0,6.3,1.0,0,1
54533,1277395,1,1,1.25,23,0.0,0,103.9,16.8,0,1
17302,404431,1,0,2.81,23,,2,19.3,1.7,0,1
49741,1167792,0,0,2.12,19,1.85,0,213.5,22.3,0,0
37631,882007,1,0,1.09,23,,0,6.8,0.5,0,1
68955,1612509,0,0,0.88,12,0.1,0,3.5,0.2,0,1
9345,217157,1,0,3.14,23,,0,10.3,0.8,0,1
26396,618572,1,0,1.39,22,0.0,2,10.7,0.7,0,1
15600,364424,1,0,1.98,23,,0,0.0,0.0,0,1
7851,182047,0,0,2.05,0,,0,0.0,0.0,0,1
46614,1092481,1,0,1.97,22,0.0,0,31.7,3.3,0,1
31154,731017,1,0,4.61,21,0.3,0,42.1,3.6,0,0
1106,25536,0,0,2.78,0,,0,0.0,0.0,6,1
62297,1460966,1,1,0.87,22,1.09,1,31.0,2.1,0,0
51810,1215562,1,1,1.94,20,0.04,0,7.1,0.6,0,0
19561,457121,0,0,1.94,18,0.0,0,0.0,0.0,0,1
64225,1505481,1,1,0.7,22,0.0,0,44.5,4.1,0,0
54558,1278033,1,0,1.97,6,0.0,0,52.3,4.1,0,1
37873,887743,1,1,0.85,17,0.0,0,50.5,1.2,0,1
36372,853568,1,1,3.79,12,0.12,1,20.0,1.6,0,0
43660,1022986,1,0,2.88,20,1.06,0,103.0,4.8,0,0
45538,1068201,1,1,2.84,14,1.08,0,71.9,5.5,0,1
13628,317339,0,0,0.14,12,1.91,0,0.0,0.0,0,1
37692,883402,1,0,3.59,21,0.31,0,31.2,2.6,0,0
37206,872376,1,0,1.31,18,0.0,0,63.0,7.7,0,1
28225,661683,1,0,1.45,22,0.0,1,20.9,1.5,0,1
36518,856986,1,1,3.77,26,1.15,0,10.1,0.9,0,0
36262,850969,0,0,0.28,28,,0,21.7,0.5,2,1
8262,192202,1,1,1.46,23,,1,0.0,0.0,0,1
20243,473259,1,0,1.83,22,0.0,1,4.2,0.4,0,1
50189,1177100,1,1,1.99,28,,0,153.7,14.4,0,1
47808,1120962,1,1,2.36,13,1.57,0,1.9,0.8,0,0
58023,1359241,1,1,1.19,20,0.79,0,88.4,6.9,0,0
2062,47797,1,0,3.32,13,,0,0.0,0.0,0,1
44105,1033148,1,0,2.86,12,1.06,0,96.8,4.5,0,0
25712,602949,1,0,1.32,31,,0,32.9,3.4,1,1
61443,1440809,1,0,0.21,13,0.62,0,55.5,4.8,0,1
44336,1038511,1,1,2.83,10,1.09,0,47.7,2.3,0,0
67691,1584262,1,0,0.33,5,1.89,1,33.3,2.1,0,0
46837,1097510,1,1,2.5,10,1.42,1,33.6,4.6,0,0
66264,1551316,1,0,0.51,24,0.11,0,6.1,0.3,0,0
21068,492449,1,0,0.66,22,0.0,0,0.0,0.0,0,1
34901,819879,1,1,4.01,8,1.43,0,98.3,9.8,0,0
54498,1276443,1,0,0.24,10,0.0,0,3.5,0.2,0,1
29887,700470,0,0,3.79,19,,0,69.4,1.9,0,1
26021,610290,1,0,2.4,18,0.0,2,52.7,6.4,0,1
19412,454064,1,0,2.12,22,,0,10.1,0.9,0,1
40293,942990,1,1,3.17,20,0.76,0,37.1,5.3,0,0
4712,107544,0,0,4.61,24,,0,11.3,2.7,0,1
69185,1618030,1,1,0.2,16,1.78,0,4.5,0.5,0,0
24362,571749,0,0,2.01,16,,0,0.0,0.0,0,1
2486,57647,1,1,8.54,24,,0,2.8,0.3,0,0
42459,994710,1,0,2.99,30,1.31,0,232.0,12.0,0,0
52309,1227003,1,0,0.88,13,0.0,0,9.2,0.7,0,1
14045,326616,0,0,1.36,13,0.0,0,0.0,0.0,0,1
52057,1220700,1,0,1.92,14,0.05,0,24.5,1.6,0,0
18298,427634,1,1,6.28,15,1.79,4,60.2,5.0,0,0
44517,1043083,1,1,2.8,10,1.11,0,40.3,1.5,0,0
54240,1270571,1,1,1.66,19,1.92,0,102.7,6.7,0,0
34708,815585,1,1,4.03,19,1.89,1,21.0,0.9,0,0
70416,1646046,1,1,0.84,30,1.14,0,63.4,7.0,0,1
20971,489811,1,0,2.78,12,0.0,0,13.7,0.5,0,1
23770,557984,1,0,2.62,24,,2,19.3,1.5,0,1
18339,428352,0,0,1.99,24,,0,8.2,0.6,0,1
32355,759509,1,0,0.73,0,0.0,0,6.9,0.4,0,1
70566,1649812,1,1,0.1,15,1.87,0,39.2,3.8,0,0
57414,1344808,1,1,1.24,39,1.93,6,259.6,12.7,0,0
42045,984382,1,0,3.03,12,0.91,0,25.2,9.5,0,0
36149,848359,1,1,3.83,45,0.14,0,25.0,5.1,0,0
25679,602148,1,1,3.22,0,0.0,0,0.0,0.0,0,1
25897,607405,0,0,1.23,19,0.0,1,11.7,1.2,0,1
64603,1514726,1,0,0.67,25,0.32,1,15.5,0.6,0,0
137,2943,0,0,11.93,24,,0,0.7,0.1,0,0
25084,588111,1,1,1.47,0,,1,5.1,0.4,0,1
48769,1144035,1,1,1.71,20,0.0,0,39.8,1.8,0,1
60735,1424165,1,0,0.99,20,0.98,0,27.8,0.8,0,0
6751,156172,0,0,3.62,15,,1,5.2,0.5,0,1
37600,881437,1,0,3.61,21,0.34,1,48.0,4.3,0,0
1695,39333,1,0,6.64,24,,0,13.3,2.1,0,1
28206,661126,1,0,2.66,20,,0,0.0,0.0,0,1
11965,277924,1,0,5.21,15,0.0,1,63.1,18.5,0,1
44358,1039028,1,0,0.88,21,0.0,1,61.3,1.9,0,1
62288,1460754,1,1,0.52,18,0.0,3,29.1,6.6,0,1
23055,541165,1,0,5.89,22,1.21,0,35.6,6.4,0,0
764,17461,1,0,3.97,14,,0,0.0,0.0,0,1
3902,89302,1,0,3.33,24,,0,0.0,0.0,0,1
30460,714215,1,1,4.73,12,0.39,0,10.0,0.5,0,0
42161,987072,1,1,3.02,12,0.92,0,77.0,24.5,0,0
65249,1528888,1,1,0.61,15,1.36,1,69.8,4.8,0,0
5521,127022,1,1,7.79,12,0.25,1,7.5,0.2,0,0
11404,266404,1,1,6.91,15,1.43,0,37.0,2.2,0,0
56744,1327461,1,0,1.33,13,0.56,0,26.8,1.2,0,0
59393,1391585,1,0,1.09,20,0.88,0,0.8,0.2,0,0
67816,1587101,1,0,0.32,17,1.65,0,83.0,5.6,0,0
2376,55140,0,0,5.05,0,,0,4.0,0.4,6,1
31857,748068,1,0,0.4,21,,0,10.6,2.3,0,1
85,1805,0,0,11.93,24,,0,,,0,0
6273,144922,1,0,1.36,0,0.0,0,0.0,0.0,0,1
48720,1143030,1,0,2.23,24,1.72,0,338.4,17.9,0,0
67745,1585435,1,0,0.33,12,0.8,0,34.2,2.7,0,0
60537,1419314,1,1,1.01,25,,0,79.9,3.7,0,0
22476,526455,1,0,2.06,23,,0,25.5,0.9,0,1
12258,284802,0,0,1.74,23,0.0,0,3.2,0.1,0,1
32810,770610,1,1,4.28,20,1.55,0,30.5,4.2,0,0
43167,1011557,1,1,2.68,28,0.0,0,83.3,9.4,0,1
6831,157670,0,0,2.56,0,,0,0.0,0.0,0,1
61634,1445143,1,0,0.92,4,0.43,0,25.6,2.1,0,0
6220,143751,1,0,1.01,13,,0,0.0,0.0,0,1
33632,789675,1,0,0.93,12,0.0,0,40.9,6.7,0,1
69544,1626819,1,0,0.37,18,1.95,3,49.4,3.3,0,1
31250,733250,0,0,1.81,8,0.0,0,14.1,1.5,0,1
18268,426572,1,0,6.46,18,,1,0.0,0.0,0,1
68284,1597302,1,1,0.28,21,1.01,0,24.6,2.2,0,0
818,18738,1,0,4.7,0,0.0,0,0.0,0.0,0,1
59050,1384119,1,0,1.11,20,0.87,0,51.5,3.7,0,0
46240,1083541,1,1,2.59,15,1.32,0,61.6,21.1,0,0
59682,1398325,1,0,0.88,17,0.0,0,5.2,0.3,0,1
15488,361577,0,0,1.56,18,0.0,0,0.0,0.0,0,1
55417,1297345,1,1,1.4,30,,0,62.3,20.1,0,1
3603,81982,0,0,8.18,406,,2,458.5,131.0,0,0
2033,46796,1,1,2.33,22,0.65,0,0.0,0.0,0,1
19652,459328,1,0,6.16,20,1.64,4,14.5,1.0,0,0
2315,53681,1,0,5.13,15,,0,0.0,0.0,0,1
50521,1184337,0,0,2.07,24,,1,132.5,8.5,0,0
4910,112840,1,0,1.7,0,,0,0.0,0.0,7,1
3636,82807,1,1,2.73,0,,0,0.0,0.0,6,1
7244,167799,0,0,2.85,13,,0,4.6,0.8,0,1
34916,820065,1,1,4.01,25,1.63,1,252.5,11.6,0,0
22138,518196,0,0,2.16,43,,0,40.0,5.9,0,1
47506,1113826,1,0,0.45,16,0.0,0,64.0,1.8,0,1
9078,210745,1,0,0.71,0,,0,0.0,0.0,3,1
2017,46418,1,1,8.75,10,1.22,0,122.4,23.0,0,0
44497,1042649,1,1,2.81,10,1.12,0,101.3,7.1,0,0
28026,657088,1,1,5.12,20,0.0,0,24.3,3.7,0,0
59548,1394893,1,0,1.08,22,0.89,0,17.8,2.0,0,0
54458,1275377,1,0,1.25,12,0.0,0,39.5,3.4,0,1
22928,537794,1,0,4.88,33,,0,32.1,4.5,0,1
59049,1384107,1,1,1.11,24,0.87,0,92.7,5.2,0,0
69138,1616724,1,0,0.2,14,1.77,0,21.0,3.1,0,0
14910,346835,0,0,1.64,20,0.0,2,0.0,0.0,0,1
13189,306980,0,0,4.75,18,,0,67.5,5.7,0,1
11640,271466,0,0,1.76,23,0.0,0,0.0,0.0,0,1
43696,1023988,1,0,2.88,12,1.04,0,30.3,3.0,0,0
8791,204432,0,0,2.04,56,,1,0.0,0.0,0,1
39332,921727,1,0,3.3,21,0.56,0,62.6,37.3,0,0
65387,1531657,1,1,0.6,10,1.37,0,11.0,1.3,0,0
15110,351359,1,0,2.42,0,,0,0.1,0.0,0,1
7963,184532,1,1,7.3,10,1.88,0,3.7,0.1,0,0
49736,1167690,1,1,1.98,20,,0,96.7,24.0,0,1
50255,1178704,1,0,1.97,22,0.0,0,126.0,9.9,0,1
35283,829171,1,0,2.01,25,,0,21.7,2.4,0,1
31278,733887,0,0,1.02,44,,0,28.9,68.0,0,1
62626,1468458,1,0,0.32,19,0.0,0,79.3,7.0,0,1
10162,237432,1,0,7.45,19,,0,46.9,3.7,0,1
62374,1462414,1,1,0.42,9,0.0,0,15.9,1.2,0,1
39741,930509,1,1,3.23,24,0.69,0,105.1,7.3,0,0
57010,1333995,1,1,1.29,22,0.99,1,262.8,16.1,0,0
49875,1170554,1,0,2.11,20,1.81,0,17.8,1.5,0,0
22458,526014,1,1,5.94,20,1.5,0,37.9,2.9,0,0
64218,1505287,1,1,0.7,15,1.27,1,17.3,1.4,0,0
24638,577767,1,0,3.29,22,,0,10.1,0.4,0,1
20160,471106,1,1,2.39,22,0.0,0,81.8,6.3,0,1
43206,1012459,1,1,2.06,19,0.0,0,15.5,1.9,0,1
32324,758812,1,1,4.36,20,1.97,0,7.1,1.0,0,0
58651,1374342,1,1,1.13,20,0.03,0,115.3,19.0,0,0
42633,999059,1,0,2.18,14,0.0,1,6.8,0.6,0,1
15417,359940,1,1,2.25,23,,0,22.3,1.8,0,1
18776,439456,1,0,3.08,24,,0,18.0,1.5,0,1
103,2047,0,0,8.75,21,,0,13.7,1.7,0,1
1657,38252,0,0,2.79,13,,0,0.0,0.0,0,1
59543,1394646,1,1,1.76,28,0.22,0,16.0,0.8,0,1
67024,1569197,1,1,0.41,16,1.57,0,107.3,6.5,0,0
55118,1290427,1,1,1.55,20,0.38,0,66.3,5.0,0,0
55540,1300310,1,0,1.3,14,,0,20.9,1.4,0,1
28877,676359,1,0,0.59,22,0.0,2,12.7,1.3,0,1
8823,204972,1,0,2.02,23,,0,0.0,0.0,0,1
55099,1290034,1,1,1.55,20,0.38,1,75.6,4.0,0,0
70055,1638366,0,0,0.0,0,0.0,0,0.0,0.0,0,1
46182,1082406,1,1,2.59,10,1.28,0,46.1,2.1,0,0
38943,913353,0,0,0.3,68,,0,63.9,8.2,0,1
39038,915562,1,1,3.35,20,0.5,0,93.7,7.3,0,0
31178,731640,1,0,1.89,22,,0,34.1,1.5,0,1
13558,315730,1,1,2.88,0,,0,3.3,0.4,7,1
2424,56236,1,0,6.19,26,,0,6.5,0.5,0,1
21595,505112,1,0,6.02,20,0.59,0,5.7,0.8,0,0
27311,640336,1,1,3.73,32,,0,14.3,1.3,0,1
34561,811980,1,0,4.19,17,,0,0.0,0.0,0,1
60763,1424860,1,1,0.99,22,0.98,0,211.5,8.0,0,0
12109,280909,1,1,2.73,0,,0,11.3,0.7,7,1
21478,502232,1,1,2.07,23,,0,16.4,1.9,0,1
42698,1000646,1,0,1.35,22,0.0,0,40.3,2.1,0,1
47485,1113498,1,0,1.52,12,0.0,0,3.0,0.2,4,1
60835,1426325,1,1,1.66,37,0.31,0,276.2,15.6,0,1
65877,1542534,1,1,0.56,22,1.42,0,173.4,11.8,0,0
30379,712363,1,0,5.28,21,0.36,4,102.1,5.1,0,1
36135,847781,1,0,2.65,18,0.0,0,27.8,1.5,0,1
6584,151822,0,0,3.47,0,,0,41.8,3.0,4,1
15059,350293,1,0,0.77,13,0.0,0,0.0,0.0,0,1
56642,1324968,1,0,1.36,22,,0,92.5,4.1,0,0
21383,499958,0,0,1.02,18,,0,0.0,0.0,0,1
51960,1218895,1,1,1.92,28,0.02,0,90.9,5.4,0,0
38001,891073,1,0,4.05,17,,1,24.2,1.4,0,1
6160,142307,1,1,8.25,13,1.36,0,64.5,2.8,0,1
69952,1636088,1,1,0.14,12,1.84,0,26.2,5.1,0,0
35605,836468,1,0,1.96,22,0.0,0,0.0,0.0,0,1
3391,77132,1,1,4.08,13,,2,10.9,0.9,0,1
6370,147123,0,0,1.35,0,,0,0.0,0.0,0,1
13414,312173,1,1,6.77,29,1.49,0,128.8,16.2,0,0
22465,526174,1,0,5.94,24,,1,64.5,5.3,0,0
7701,178720,1,0,4.99,26,,0,40.1,1.9,0,1
12739,296433,1,0,6.82,24,0.83,0,43.4,1.4,0,0
45162,1058204,1,0,2.73,22,0.7,0,51.7,4.1,0,0
49148,1153198,0,0,2.19,69,,0,285.7,38.9,0,0
70303,1643726,1,0,0.12,11,1.85,0,14.7,0.8,0,0
52425,1229451,1,1,1.88,20,0.07,0,65.8,3.8,0,0
12168,282522,0,0,6.86,12,,0,,,0,0
69111,1616223,1,0,0.39,15,1.58,0,34.9,3.9,0,1
9742,226983,1,0,3.09,16,,0,69.8,6.2,2,1
61367,1439030,1,0,0.94,22,1.03,1,84.6,4.4,0,0
37931,889306,1,0,0.77,8,0.0,0,7.4,0.7,0,1
10442,243949,0,0,2.01,20,,0,0.0,0.0,0,1
54141,1268096,1,1,1.68,37,0.31,0,362.3,59.7,0,0
57019,1334246,1,0,0.7,14,0.0,0,32.6,2.4,0,1
63755,1494559,1,1,0.75,8,1.23,0,20.3,1.9,0,0
32790,770204,1,1,4.28,10,1.18,3,67.4,6.6,0,0
23650,554936,1,0,3.92,26,0.0,0,62.9,3.0,0,1
47673,1117706,1,0,2.22,16,,0,12.7,1.7,0,1
26688,625695,0,0,0.93,22,,0,35.8,2.8,0,1
61655,1445498,1,1,0.92,20,1.05,0,40.1,2.2,0,0
70339,1644487,1,1,0.12,13,0.59,0,138.9,8.8,0,0
1691,39273,1,0,7.71,24,0.0,0,30.2,1.0,0,1
11613,270835,1,1,6.89,19,1.61,3,60.3,7.0,0,0
32715,768228,1,0,1.98,30,,0,24.5,61.9,0,1
52745,1236664,1,1,1.84,17,0.1,0,76.3,3.3,0,0
38888,912031,1,0,3.37,40,,0,22.1,2.5,0,0
3931,90083,0,0,4.45,19,,0,3.6,0.3,0,1
43101,1009939,1,0,3.62,11,0.3,0,38.1,5.0,0,1
16583,387238,1,1,1.32,0,,0,0.0,0.0,3,1
61106,1432717,1,0,0.96,14,1.01,0,54.1,1.9,0,0
39909,934037,1,0,1.98,13,,0,88.3,7.8,0,1
6913,159890,1,1,2.97,21,,0,4.9,0.3,0,1
38921,912852,1,0,2.96,22,,0,34.2,2.2,0,1
40285,942858,1,0,3.1,12,0.0,0,17.7,1.3,0,1
26673,625214,1,1,0.79,23,0.0,0,6.3,0.4,0,1
14422,335476,0,0,2.48,22,,1,1.8,0.2,0,1
29845,699624,1,0,4.84,12,1.05,0,60.3,4.9,0,0
69987,1637037,1,1,0.13,11,1.84,0,80.5,6.4,0,0
25194,590890,1,0,0.58,14,,0,0.0,0.0,0,1
7020,162537,1,0,1.12,18,,1,0.0,0.0,0,1
70072,1638686,1,0,0.13,9,1.84,0,7.6,0.5,0,0
70080,1638836,1,0,0.13,13,0.32,0,18.0,3.5,0,0
43565,1020786,1,0,1.97,24,0.0,1,73.4,3.3,0,1
60114,1407899,1,0,0.76,22,0.0,0,4.8,0.5,0,1
25304,593549,0,0,0.68,20,0.22,0,0.0,0.0,0,1
62600,1467871,1,1,0.85,15,1.13,0,13.0,2.2,0,0
69784,1632254,0,0,0.15,26,1.82,0,71.5,3.6,0,0
18722,438281,1,0,3.92,23,,1,5.2,0.4,0,1
30602,717741,1,0,2.28,24,,0,1.4,0.1,0,1
71435,1670675,0,0,0.04,6,1.93,0,16.1,2.2,0,0
65850,1541883,1,1,0.56,15,1.41,0,47.8,2.6,0,0
25423,596102,1,1,1.08,22,,0,14.0,1.3,0,1
57461,1345824,1,0,0.99,20,0.0,0,36.6,9.7,0,1
17519,409632,1,0,2.67,35,,0,42.3,5.8,0,1
66659,1560812,1,0,0.45,11,0.22,0,9.6,1.6,0,0
17469,408602,1,1,6.36,16,,0,0.0,0.0,0,1
52753,1236905,1,0,1.84,13,0.13,0,173.3,57.1,0,0
51999,1219530,1,1,2.56,20,1.35,0,30.5,1.2,0,1
47575,1115541,1,0,2.39,19,1.91,0,30.4,2.0,0,0
30290,710198,1,1,4.76,25,0.12,0,19.6,0.7,0,0
18858,441254,1,1,6.23,19,1.93,0,9.5,1.2,0,0
54567,1278324,1,0,1.62,13,0.35,0,260.7,8.5,0,0
4853,111406,1,1,2.73,20,,0,0.0,0.0,0,1
41016,960447,1,0,1.89,13,0.0,1,57.0,2.0,0,1
50327,1180400,1,1,2.05,21,,0,102.8,15.0,0,1
6601,152144,1,1,2.26,23,,0,0.0,0.0,0,1
24726,579886,0,0,1.31,55,0.0,0,80.3,4.6,1,1
20736,484328,1,0,6.09,22,0.03,0,30.1,2.1,0,0
29706,696330,1,1,1.49,23,,0,34.9,2.6,0,1
54987,1287373,1,1,1.57,21,0.48,0,29.0,1.7,0,0
33477,786179,1,0,4.03,22,,0,23.9,0.8,0,1
10612,248177,0,0,1.98,0,,0,0.0,0.0,2,1
48669,1141635,1,1,1.99,20,,0,118.6,8.6,0,1
63776,1495076,1,1,0.74,15,1.23,0,123.6,11.1,0,0
6389,147588,1,0,1.34,13,,1,0.0,0.0,0,1
31579,741220,1,0,5.33,25,,0,41.4,2.8,0,1
58930,1381307,1,0,1.12,14,0.86,0,48.4,3.8,0,0
36394,854162,0,0,1.02,21,,2,19.1,0.9,0,1
47310,1109186,1,1,2.42,10,1.29,0,35.8,2.4,0,0
43973,1030163,1,0,2.87,12,1.05,0,114.5,7.0,0,0
19056,446272,1,1,6.22,28,1.49,0,175.8,8.2,1,0
39082,916403,1,1,3.93,10,,0,49.4,3.0,0,1
30607,717884,1,0,4.71,24,,0,1.8,0.1,0,0
48820,1145517,1,0,2.22,16,,0,102.9,7.1,0,0
37764,885341,1,0,0.91,18,0.0,0,19.4,0.8,0,1
54159,1268474,1,0,1.67,15,0.25,1,41.0,2.2,0,0
51330,1203813,1,1,1.63,15,0.0,0,0.0,0.0,0,1
20523,479424,0,0,2.01,6,,0,15.7,0.6,2,1
27156,636498,1,1,1.07,21,,0,8.9,0.7,0,1
42125,986288,1,0,3.02,21,0.24,0,84.9,6.6,0,0
37814,886537,1,0,2.45,33,,0,28.1,1.9,0,1
311,6993,0,0,11.36,56,,0,0.0,0.0,0,1
18393,429850,1,1,6.27,10,1.2,3,23.5,1.0,0,0
6264,144778,1,1,7.68,15,1.4,1,121.3,6.0,0,0
13266,308682,1,1,6.78,16,1.58,0,35.8,2.1,0,0
18811,440330,1,0,2.7,23,,0,11.1,2.6,0,1
25259,592506,0,0,5.95,24,,1,92.4,6.0,0,1
59619,1396928,1,0,1.07,22,0.9,0,21.7,7.1,0,0
8156,189316,1,0,4.35,10,,0,1.7,0.1,6,1
47749,1119529,0,0,0.83,16,,0,18.6,1.9,0,1
2178,50509,1,1,2.76,0,,0,0.0,0.0,6,1
34582,812725,1,1,4.05,20,,1,113.9,7.3,0,0
51861,1216602,1,0,1.93,14,0.04,0,34.9,0.9,0,0
24543,575571,1,1,5.74,10,1.3,1,0.2,0.0,0,0
31428,737336,1,0,4.55,121,,0,175.5,13.7,0,0
35075,824169,1,0,3.98,22,0.01,0,26.8,1.5,0,0
20945,489269,1,0,0.15,13,0.0,0,0.0,0.0,0,1
56662,1325521,1,1,1.35,12,0.55,1,39.7,2.8,0,0
50026,1174005,1,0,0.1,0,0.0,0,103.7,8.8,0,1
24116,566012,0,0,1.98,38,,0,60.7,3.8,0,1
19659,459578,1,0,2.11,23,,0,2.3,0.2,0,1
19628,458783,0,0,2.44,31,,0,3.8,0.8,0,1
33451,785598,1,0,4.18,40,,0,61.9,13.6,0,0
57651,1350479,1,1,1.22,40,0.57,0,448.2,43.6,0,0
31464,738335,1,0,0.79,21,0.0,0,13.4,2.3,0,1
27727,650272,1,0,5.16,22,0.84,0,22.6,1.9,0,0
33968,797734,1,0,2.96,22,0.0,0,52.6,5.7,0,1
46322,1085442,1,1,2.58,13,1.32,0,49.0,3.6,0,0
19425,454328,1,0,3.4,8,,0,27.8,2.5,0,1
32938,773471,1,0,1.97,30,0.0,0,9.4,6.9,0,1
70785,1654863,1,0,0.93,66,1.04,0,128.9,20.5,0,1
70045,1638154,1,0,0.13,15,1.84,0,35.9,1.9,0,0
27741,650445,0,0,1.11,17,0.0,0,1.9,0.2,0,1
63643,1491998,1,1,0.75,27,1.22,0,217.4,8.9,0,0
44419,1040497,1,1,2.82,15,1.1,0,52.5,3.3,0,0
55167,1291622,1,1,1.54,12,0.41,0,44.4,4.9,0,0
37405,876993,1,0,2.61,22,,1,55.3,5.0,0,1
33165,778917,1,0,2.7,22,0.0,0,73.5,22.1,0,1
10364,242142,0,0,0.22,20,,0,0.0,0.0,0,1
35233,827974,1,0,0.17,8,0.0,0,30.0,1.6,0,1
7208,167009,0,0,1.46,0,,0,0.0,0.0,2,1
29819,699058,1,1,2.61,26,0.0,0,12.5,0.6,0,1
8553,198920,1,0,2.97,0,,0,41.3,2.9,7,1
46527,1090426,1,1,2.54,10,1.36,0,166.4,9.8,0,0
21991,514868,1,0,6.13,17,,0,15.8,0.7,0,1
3714,84683,1,1,8.15,20,,0,41.0,3.6,0,0
43870,1028027,1,0,2.42,30,,0,25.4,2.6,0,1
22533,527879,1,0,4.69,33,,1,158.6,21.5,0,1
4144,94903,1,1,2.17,52,,1,0.0,0.0,0,1
25839,606276,1,0,0.61,31,0.0,0,0.0,0.0,0,1
42804,1003154,1,0,2.96,12,1.18,0,68.0,8.4,0,0
65678,1538145,0,0,0.58,40,,0,53.3,2.1,0,0
11337,265037,1,1,2.67,0,,0,19.1,2.3,3,1
45886,1075886,1,1,2.63,15,1.26,0,31.7,2.2,0,0
68045,1592038,0,0,0.3,30,1.68,0,57.9,6.4,0,0
55066,1289308,1,0,1.56,21,0.38,0,95.6,8.0,0,0
2392,55451,1,0,6.41,20,0.0,1,18.4,3.3,0,1
18924,442810,1,0,2.8,43,,0,71.4,2.0,0,1
53270,1248863,1,0,0.15,18,0.0,0,115.9,6.7,0,1
61788,1448490,1,0,0.91,20,1.06,0,52.6,2.2,0,0
6198,143235,1,1,2.26,0,,0,0.0,0.0,3,1
60456,1416990,1,1,1.02,24,0.96,0,113.5,4.2,0,0
25575,600052,1,0,3.43,18,,0,1.2,0.1,0,1
11591,270353,1,0,1.98,0,,0,0.0,0.0,6,1
40376,944926,1,1,4.03,22,,0,59.2,3.0,0,1
33095,777453,1,1,4.23,17,1.8,0,42.1,2.9,0,0
34511,810726,1,0,1.87,15,0.0,0,34.8,1.5,0,1
65371,1531367,1,1,0.6,10,1.27,0,42.3,3.1,0,0
66355,1553388,1,1,0.5,16,1.47,0,39.2,3.7,0,0
6256,144669,1,0,3.52,13,,0,4.5,0.4,0,1
53604,1256206,1,0,1.74,21,0.22,1,192.0,14.7,0,0
45154,1057975,1,0,2.73,19,1.92,0,57.4,4.3,0,0
40230,941627,1,0,3.18,22,1.72,0,17.8,1.8,0,0
66980,1568454,1,1,0.41,16,1.56,0,112.0,8.1,0,0
37603,881499,0,0,0.05,9,0.0,1,6.0,0.4,0,1
28153,659752,1,1,4.0,28,,0,46.4,4.1,0,1
71681,1676132,1,0,0.02,0,1.95,0,,,0,0
37261,873572,0,0,2.3,13,,0,87.9,8.9,0,1
29519,691759,1,0,4.9,21,0.52,0,46.2,3.4,0,0
69144,1616854,1,0,0.2,0,2.02,0,27.8,8.1,0,0
47119,1104512,1,1,2.45,15,1.48,0,34.5,3.9,0,0
31853,748015,1,0,3.59,27,,0,13.6,5.3,0,1
71844,1680411,1,0,0.72,27,,0,69.3,2.7,0,1
67702,1584428,1,0,0.33,14,1.64,0,35.5,2.9,0,0
38402,900536,1,1,3.45,21,0.47,0,7.2,0.7,0,0
57107,1336765,1,0,1.28,13,1.88,0,14.0,0.5,0,0
45874,1075593,1,0,0.0,0,0.0,0,0.0,0.0,0,1
70922,1658269,1,1,0.08,12,1.89,0,33.4,2.2,0,0
58983,1382552,1,1,1.11,19,1.79,0,103.0,4.9,0,0
15407,359774,1,0,1.12,21,0.0,2,0.0,0.0,0,1
35842,841656,1,0,2.1,25,,0,10.4,0.4,0,1
60501,1418245,1,1,1.01,24,0.96,1,85.8,6.3,0,0
24225,568632,1,0,2.74,16,0.0,0,21.8,1.4,0,1
15451,360773,1,1,1.6,21,0.0,0,0.0,0.0,0,1
41183,963956,1,1,3.11,24,0.85,1,45.4,5.4,0,0
60200,1410306,1,0,1.04,20,0.94,3,22.7,1.9,0,0
2657,60731,0,0,3.09,0,,0,0.0,0.0,2,1
3828,87685,0,0,2.78,8,,0,0.0,0.0,0,1
193,4434,0,0,5.25,13,,0,0.0,0.0,0,1
36236,850402,1,0,3.82,25,0.22,0,75.1,5.6,0,0
71212,1665405,1,1,0.06,8,1.92,0,80.8,1.2,0,0
66036,1546179,1,0,0.54,16,1.77,0,4.2,0.2,0,0
30838,722811,1,0,1.27,0,,2,9.8,1.5,0,1
62694,1469890,1,0,0.84,8,1.13,0,64.8,5.2,0,0
23053,541101,1,1,3.69,24,,0,51.9,3.8,0,1
48840,1145961,1,0,2.22,12,0.76,0,21.7,4.1,0,0
29049,680797,0,0,2.01,53,,0,135.6,17.3,0,1
40841,956356,1,0,0.68,13,0.0,0,31.0,2.6,0,1
66650,1560591,1,1,0.45,11,1.53,2,15.2,1.0,0,0
54431,1274750,0,0,1.64,73,0.32,1,340.1,19.5,0,0
972,22200,0,0,9.73,59,,0,37.0,3.3,0,0
65422,1532416,1,1,1.46,10,0.52,0,127.8,8.7,0,1
62832,1473255,1,1,0.82,15,1.15,1,53.4,2.5,0,0
45703,1072207,1,0,1.29,17,0.0,0,28.6,2.8,0,1
24084,565012,1,1,2.74,18,0.0,0,19.4,1.0,0,1
